time,Vlvs,plvs,parts,pvens,qarts,qvens,qpers
0.0,4.398518849382808e-05,0.0,11500.000063381427,1947.5246832027276,0.0,0.0009737623416013631,7.960396150148916e-05
2.0,4.593271317703081e-05,50.958073981376415,11493.63174646131,1944.5441552690609,0.0,0.0009467930406438422,7.957572992660208e-05
4.0,4.782629925831849e-05,97.30812491465919,11487.265688067182,1941.6534309000035,0.0,0.0009221726529926719,7.954676880972648e-05
6.0,4.967064456430384e-05,140.04561831083208,11480.901946562402,1938.8446779527271,0.0,0.0008993995298209476,7.951714390508062e-05
8.0,5.146944362394573e-05,179.91790369963314,11474.540575049992,1936.1117366663414,0.0,0.0008780969164833538,7.948690698653043e-05
10.0,5.3225637456912444e-05,217.4985747774068,11468.181622491065,1933.4497033013522,0.0,0.0008579755642619726,7.945609932658094e-05
12.0,5.4941588585436386e-05,253.2359806240963,11461.825134544937,1930.854638418234,0.0,0.0008388093288970687,7.942475413438919e-05
14.0,5.661920724323052e-05,287.4858948951813,11455.471154214189,1928.323356502358,0.0,0.0008204187308035884,7.939289831426525e-05
16.0,5.82600447048377e-05,320.5341254755731,11449.119722349047,1925.8532703940607,0.0,0.0008026595724592436,7.936055376629156e-05
18.0,5.986536384975619e-05,352.6125370138104,11442.770878047744,1923.4422736650836,0.0,0.0007854148683256367,7.932773836985549e-05
20.0,6.143619358640746e-05,383.9106428628499,11436.424658978156,1921.0886498985647,0.0,0.0007685890035178576,7.929446674232992e-05
22.0,6.297337159344319e-05,414.58414609286876,11430.081101638769,1918.7910014426461,0.0,0.0007521034276748886,7.926075083496771e-05
24.0,6.447757844879295e-05,444.76133587814553,11423.740241571972,1916.5481925198465,0.0,0.0007358934283208505,7.922660040876771e-05
26.0,6.594936530543465e-05,474.54794888785955,11417.402113539269,1914.3593030934724,0.0,0.0007199056771028062,7.919202342038164e-05
28.0,6.738917665964026e-05,504.0309146223751,11411.066751665641,1912.2235909145313,0.0,0.0007040963381460778,7.915702633959259e-05
30.0,6.879736933593243e-05,533.2812782474325,11404.734189558474,1910.1404598751767,0.0,0.000688429590813872,7.912161441402747e-05
32.0,7.017422851756018e-05,562.3565103045754,11398.404460405352,1908.1094332871767,0.0,0.0006728764614913003,7.908579189265146e-05
34.0,7.151998144054277e-05,591.3023550875735,11392.077597053942,1906.1301310551814,0.0,0.0006574138879838041,7.904956221665632e-05
36.0,7.283480921651037e-05,620.1543293736584,11385.753632076607,1904.2022499692914,0.0,0.0006420239602978168,7.901292818422763e-05
38.0,7.411885713710601e-05,648.9389548047566,11379.432597821864,1902.3255465289126,0.0,0.0006266932958620778,7.897589209410793e-05
40.0,7.537224372883015e-05,677.6747867828902,11373.114526454336,1900.499821849686,0.0,0.0006114125175333976,7.893845587170541e-05
42.0,7.659506876389697e-05,706.3732878065981,11366.799449984599,1898.7249083108138,0.0,0.0005961758102521077,7.890062118061487e-05
44.0,7.778742038440118e-05,735.0395820780585,11360.487400290149,1897.0006576805756,0.0,0.0005809805378012583,7.886238952174645e-05
46.0,7.894938146000369e-05,763.6731198307315,11354.17840912841,1895.3269305196436,0.0,0.0005658269053444558,7.882376232173972e-05
48.0,8.008103527069261e-05,792.268273393331,11347.872508142671,1893.7035867095678,0.0,0.0005507176566581183,7.878474101194252e-05
50.0,8.118247058400884e-05,820.8148819826729,11341.569728861712,1892.1304769907472,0.0,0.0005356577975040368,7.874532709892471e-05
52.0,8.225378617901691e-05,849.2987582316251,11335.2701026938,1890.6074354227305,0.0,0.0005206543385955527,7.87055222272589e-05
54.0,8.3295094856208e-05,877.7021662468351,11328.973660915615,1889.1342727015024,0.0,0.0005057160532273336,7.866532823511759e-05
56.0,8.430652696266268e-05,906.0042783699296,11322.680434656808,1887.7107702848618,0.0,0.000490853245957466,7.862474720309956e-05
58.0,8.528823345457761e-05,934.1816156563967,11316.390454880559,1886.336675289014,0.0,0.00047607752981630854,7.858378149659621e-05
60.0,8.624038851421022e-05,962.2084752981801,11310.103752360834,1885.0116961279482,0.0,0.00046140161041488385,7.854243380194071e-05
62.0,8.716319173504e-05,990.0573467365401,11303.820357656683,1883.7354988725713,0.0,0.0004468390760680153,7.850070715653427e-05
64.0,8.805686988717603e-05,1017.6993169975392,11297.54030108416,1882.5077043095334,0.0,0.000432404193655997,7.845860497312189e-05
66.0,8.892167827448802e-05,1045.1044648032412,11291.263612686313,1881.3278856805905,0.0,0.00041811171043867456,7.841613105838102e-05
68.0,8.975790169536538e-05,1072.2422422455454,11284.990322201644,1880.1955670826562,0.0,0.0004039766624185553,7.837328962599157e-05
70.0,9.056585502020397e-05,1099.081842239667,11278.720459031561,1879.1102225066784,0.0,0.00039001419013350583,7.833008530437401e-05
72.0,9.134588340047202e-05,1125.5925495864815,11272.454052207211,1878.0712754905792,0.0,0.00037623936295204906,7.828652313930527e-05
74.0,9.209836212637688e-05,1151.7440732527502,11266.191130356068,1877.0780993578696,0.0,0.0003626670130525596,7.824260859165166e-05
76.0,9.282369615248252e-05,1177.5068574138431,11259.931721668736,1876.1300180096655,0.0,0.0003493115802979109,7.819834753049226e-05
78.0,9.352231931307871e-05,1202.8523688746284,11253.675853866296,1875.2263072337737,0.0,0.0003361869691795724,7.81537462219377e-05
80.0,9.419469325143812e-05,1227.7533586789762,11247.42355416854,1874.366196490581,0.0,0.0003233064189058024,7.8108811313983e-05
