time,Vlvs,plvs,parts,pvens,qarts,qvens,qpers
0.0,4.396449116160558e-05,0.0,11500.000063381427,1947.5591787564317,0.0,0.0009737795893782159,7.960367403854162e-05
2.0,4.591205034036201e-05,52.51924365718037,11493.631769458343,1944.5785923719654,0.0,0.0009460296743573922,7.957544314238647e-05
4.0,4.7804109689076796e-05,99.81018035788175,11487.265734006953,1941.6904116012488,0.0,0.0009209401156216835,7.954646102004754e-05
6.0,4.964598992032016e-05,143.10121019554555,11480.902017125349,1938.8857660859105,0.0,0.0008978922779451823,7.95168020919953e-05
8.0,5.144177447621053e-05,183.28191691347558,11474.540672957988,1936.1578478330666,0.0,0.0008764379654597952,7.948652354270767e-05
10.0,5.319465040713012e-05,221.01597995271842,11468.181751074571,1933.501343026676,0.0,0.0008562426815369788,7.945567006706578e-05
12.0,5.4907135770204075e-05,256.81067554127316,11461.825297469206,1930.912052988443,0.0,0.0008370506887235846,7.94242770373397e-05
14.0,5.658123714765125e-05,291.0614487864196,11455.471355306221,1928.3866316161557,0.0,0.000818662591414868,7.939237269741721e-05
16.0,5.8218562330480985e-05,324.0815105957284,11449.119965490429,1925.9223975537639,0.0,0.0008009204434790176,7.935997973280553e-05
18.0,5.982040321743902e-05,356.1220860323364,11442.771167111801,1923.5171960079435,0.0,0.0007836975549878036,7.932711642586547e-05
20.0,6.138779832741463e-05,387.3866296322401,11436.424997797732,1921.1692945460702,0.0,0.000766891332456915,7.929379752709718e-05
22.0,6.292158099232846e-05,418.0410331844551,11430.081493995565,1918.877302762971,0.0,0.0007504181347892579,7.926003492693826e-05
24.0,6.442241726190698e-05,448.22110324113146,11423.740691201412,1916.6401090967636,0.0,0.0007342095029278159,7.922583818420541e-05
26.0,6.589083626776259e-05,478.0381368244479,11417.402624146669,1914.4568302142848,0.0,0.0007182093466949184,7.919121494943653e-05
28.0,6.732725496115245e-05,507.5831465024522,11411.067326950712,1912.3267697751332,0.0,0.0007023718116363397,7.915617130979648e-05
30.0,6.873199858442513e-05,536.930110086561,11404.73483324593,1910.2493843073776,0.0,0.0006866596371104081,7.912071207448793e-05
32.0,7.010531785864593e-05,566.1385059014722,11398.405176279974,1908.2242545572578,0.0,0.0006710428743278929,7.908484101435597e-05
34.0,7.144740360730171e-05,595.2553186709519,11392.078388998825,1906.2510611128798,0.0,0.0006554978712209636,7.904856106571622e-05
36.0,7.275839934974365e-05,624.3166496180626,11385.754504113567,1904.329563412362,0.0,0.0006400064568971496,7.901187450584337e-05
38.0,7.403841226353795e-05,653.3490288338731,11379.4335541531,1902.459581471058,0.0,0.0006245552763185923,7.897478310568367e-05
40.0,7.528752281617513e-05,682.3705029470553,11373.115571504643,1900.6409798270145,0.0,0.0006091352384399801,7.893728826398024e-05
42.0,7.650579329305509e-05,711.3915531834751,11366.800588443519,1898.8736533264282,0.0,0.0005937410500714763,7.889939112597576e-05
44.0,7.769327539319805e-05,740.4158857939335,11360.488637153443,1897.1575144632766,0.0,0.0005783708143346716,7.886109268908471e-05
46.0,7.885001702186739e-05,769.4411270617767,11354.179749738316,1895.492482057791,0.0,0.0005630256774980071,7.882239389733772e-05
48.0,7.99760683768634e-05,798.4594476810225,11347.873958226524,1893.8784711124558,0.0,0.0005477095117157168,7.878329572595058e-05
50.0,8.107148740029484e-05,827.4581355415207,11341.571294568448,1892.3153837258233,0.0,0.0005324286240921515,7.874379925702187e-05
52.0,8.213634464847912e-05,856.4201314060558,11335.271790627887,1890.8031009763727,0.0,0.0005171914847851583,7.870390574709593e-05
54.0,8.317072761804945e-05,885.3245382960229,11328.975478168119,1889.3414757129128,0.0,0.000502008468708445,7.866361668712671e-05
56.0,8.417474455546803e-05,914.147112397906,11322.68238883315,1887.9303262061721,0.0,0.0004868916069041333,7.862293385522482e-05
58.0,8.51485277692775e-05,942.8607408125586,11316.392554124732,1886.5694306293406,0.0,0.0004718543449083908,7.85818593624616e-05
60.0,8.609223645909516e-05,971.435909390261,11310.106005375736,1885.2585223441856,0.0,0.0004569113064769621,7.854039569192957e-05
62.0,8.70060590720497e-05,999.8411621629049,11303.822773720382,1883.9972859749014,0.0,0.00044207806190599817,7.849854573121232e-05
64.0,8.789021519586213e-05,1028.0435524489585,11297.542890061883,1882.7853542543178,0.0,0.00042737090090267955,7.845631279839637e-05
66.0,8.87449569976678e-05,1056.0090845459576,11291.266385038012,1881.6223056273031,0.0,0.0004128066105406728,7.84137006617559e-05
68.0,8.957057021874936e-05,1083.7031440134,11284.993288985072,1880.5076625943732,0.0,0.00039840225929048645,7.837071355325581e-05
70.0,9.036737473733049e-05,1111.0909138746267,11278.723631900812,1879.440890775249,0.0,0.00038417498845031084,7.832735617604636e-05
72.0,9.113572471423121e-05,1138.1377736160496,11272.457443406727,1878.4213986676675,0.0,0.0003701418125258088,7.828363370615882e-05
74.0,9.187600833928292e-05,1164.8096776228988,11266.194752710235,1877.4485380716017,0.0,0.00035631943022435144,7.823955178865529e-05
76.0,9.258864719973166e-05,1191.0735096472515,11259.935588567141,1876.5216051434827,0.0,0.0003427240477481156,7.819511652853048e-05
78.0,9.327409529522794e-05,1216.897410038164,11253.679979244856,1875.6398420394175,0.0,0.0003293712160006268,7.8150334476712e-05
80.0,9.393283772722921e-05,1242.2510727537224,11247.427952486722,1874.8024391010047,0.0,0.00031627568317364106,7.810521261154764e-05
82.0,9.456538909357652e-05,1267.1060095960008,11241.179535477797,1874.0085375324643,0.0,0.0003034512639682315,7.80597583162111e-05
84.0,9.517229162151299e-05,1291.4357796351037,11234.934754812499,1873.2572325136246,0.0,0.0002909107264392605,7.801397935249062e-05
86.0,9.575411307439152e-05,1315.216182388812,11228.693636464297,1872.547576690002,0.0,0.0002786656971505949,7.796788383145246e-05
88.0,9.631144446869272e-05,1338.4254139705274,11222.45620575778,1871.8785839789382,0.0,0.00026672658500420546,7.792148018149036e-05
90.0,9.684489763870112e-05,1361.044186081499,11216.222487343264,1871.249233629529,0.0,0.00025510252377401493,7.787477711428112e-05
92.0,9.735510268624916e-05,1383.0558083767464,11209.992505174123,1870.6584744739966,0.0,0.00024380133304862525,7.782778358916771e-05
94.0,9.784270535234641e-05,1404.446235353524,11203.766282486993,1870.1052293091316,0.0,0.00023282949697780373,7.778050877648218e-05
96.0,9.830836434630201e-05,1425.2040794759748,11197.543841784878,1869.58839934846,0.0,0.00022219215993624254,7.773296202030347e-05
98.0,9.875274866617451e-05,1445.3205927434144,11191.325204823253,1869.1068686887402,0.0,0.00021189313797266294,7.768515280112093e-05
100.0,9.917653494211984e-05,1464.7896193205397,11185.110392599165,1868.6595087381688,0.0,0.00020193494470881456,7.763709069884161e-05
102.0,9.958040483153745e-05,1483.6075221684202,11178.899425343257,1868.2451825581354,0.0,0.00019231883019485765,7.758878535654267e-05
104.0,9.996504249192718e-05,1501.7730868424505,11172.692322514735,1867.8627490753408,0.0,0.00018304483111644508,7.754024644532829e-05
106.0,0.00010033113215416008,1519.2874057585318,11166.489102799105,1867.5110671264374,0.0,0.00017411183068395282,7.749148363060557e-05
108.0,0.00010067935581552798,1536.1537462761432,11160.289784108656,1867.188999302926,0.0,0.0001655176265133913,7.744250654004775e-05
110.0,0.00010101039106855477,1552.3774059139553,11154.094383585452,1866.8954155696817,0.0,0.0001572590048278633,7.739332473346475e-05
112.0,0.00010132490907821049,1567.965557909713,11147.902917606778,1866.6291966360338,0.0,0.00014933181936316043,7.73439476747562e-05
114.0,0.0001016235727169368,1582.9270901720924,11141.7154017928,1866.3892370637386,0.0,0.00014173107344582302,7.729438470607553e-05
116.0,0.00010190703486382844,1597.2724404598027,11135.531851016314,1866.174448101273,0.0,0.00013445100382073505,7.7244645024292e-05
