time,Vlvs,plvs,parts,pvens,qarts,qvens,qpers
0.0,6.920698710891062e-05,1600.0,18831.720515643578,1600.0,0.0,7.104488845095444e-20,0.00014359767096369652
2.0,6.92069871089472e-05,1599.997022577135,18820.23270196648,1600.4786589031514,0.0,2.4081816300821645e-07,0.00014349795035886108
4.0,6.920746874639714e-05,1600.02968719992,18808.75286593777,1600.9561826752638,0.0,4.6324773767179884e-07,0.00014339830569385428
6.0,6.920839524188872e-05,1608.8241672637632,18797.281001482264,1601.4326328684251,0.0,0.0,0.00014329873640511536
8.0,6.920839524188876e-05,1653.9564839542468,18785.817102569858,1601.9102953231072,0.0,0.0,0.00014319922339372295
10.0,6.920839524197429e-05,1740.6585341708055,18774.36116469836,1602.3876260676116,0.0,0.0,0.0001430997794885896
12.0,6.92083952433194e-05,1862.6105833084289,18762.913182339274,1602.864625330332,0.0,0.0,0.00014300040464174118
14.0,6.92083952475643e-05,2014.0397645996,18751.473149967936,1603.3412933387283,0.0,0.0,0.00014290109880524344
16.0,6.920839525448876e-05,2192.1908363176094,18740.04106206352,1603.817630323205,0.0,0.0,0.0001428018619311693
18.0,6.920839526267111e-05,2396.7524549005993,18728.61691310903,1604.2936365160056,0.0,0.0,0.00014270269397160856
20.0,6.920839527071348e-05,2628.9316269711417,18717.2006975913,1604.769312149173,0.0,0.0,0.00014260359487868442
22.0,6.920839527769545e-05,2890.7637085366837,18705.792410001002,1605.244657453799,0.0,0.0,0.00014250456460456005
24.0,6.920839528319327e-05,3184.6394456820985,18694.392044832635,1605.7196726599852,0.0,0.0,0.00014240560310143876
26.0,6.920839528716662e-05,3512.9554815523484,18682.99959658452,1606.194357997034,0.0,0.0,0.0001423067103215624
28.0,6.920839528981704e-05,3877.828529687925,18671.6150597588,1606.6687136936882,0.0,0.0,0.00014220788621720925
30.0,6.920839529145459e-05,4280.850079084464,18660.23842886142,1607.1427399783497,0.0,0.0,0.00014210913074069227
32.0,6.920839529239476e-05,4722.882768981432,18648.86969840216,1607.616437079252,0.0,0.0,0.00014201044384435757
34.0,6.920839529289835e-05,5203.911952571588,18637.508862894607,1608.0898052245607,0.0,0.0,0.00014191182548058373
36.0,6.92083952931512e-05,5722.9680594983865,18626.15591685616,1608.5628446424078,0.0,0.0,0.00014181327560178132
