time,Vlvs,plvs,parts,pvens,qarts,qvens,qpers
0.0,5.576357266697075e-05,1600.0,19369.45709332118,1599.9999999999998,0.0,0.0,0.00014807880911100983
2.0,5.57635726669753e-05,1599.9980741318034,19357.610788592297,1600.493596030362,0.0,2.4776094927921254e-07,0.00014797597660468276
4.0,5.5764068190349665e-05,1600.0395286168102,19345.772710463923,1600.9860234134208,0.0,4.7324739830526926e-07,0.0001478732223920875
6.0,5.5765014685147364e-05,1608.607419770564,19333.942852672553,1601.4773566633971,0.0,0.0,0.00014777054580007628
8.0,5.5765014687347285e-05,1649.719280534626,19322.121209008554,1601.9699251457314,0.0,0.0,0.00014766792736552355
10.0,5.5765014687347305e-05,1722.8841286448953,19310.307774819314,1602.4621515702831,0.0,0.0,0.0001475653801937419
12.0,5.576501468734751e-05,1819.974814079319,19298.502544403815,1602.9540361709292,0.0,0.0,0.00014746290423527404
14.0,5.576501468734807e-05,1936.163124318773,19286.705512064993,1603.4455791850453,0.0,0.0,0.0001473604994406662
16.0,5.576501468734897e-05,2069.800914348424,19274.91667210974,1603.9367808498453,0.0,0.0,0.0001472581657604991
18.0,5.57650146873501e-05,2221.006293911868,19263.136018848898,1604.4276414023793,0.0,0.0,0.00014715590314538766
20.0,5.576501468735135e-05,2390.81163196834,19251.363546597266,1604.9181610795295,0.0,0.0,0.00014705371154598112
22.0,5.5765014687352645e-05,2580.7492654943517,19239.59924967358,1605.4083401180135,0.0,0.0,0.00014695159091296307
24.0,5.57650146873539e-05,2792.642531083912,19227.843122400544,1605.8981787543873,0.0,0.0,0.00014684954119705126
26.0,5.576501468735504e-05,3028.4766247873567,19216.095159104778,1606.387677225043,0.0,0.0,0.00014674756234899777
28.0,5.576501468735602e-05,3290.291479700546,19204.35535411686,1606.8768357662052,0.0,0.0,0.00014664565431958876
30.0,5.5765014687356805e-05,3580.0706503853526,19192.62370177129,1607.3656546139355,0.0,0.0,0.0001465438170596446
32.0,5.576501468735739e-05,3899.6155988402356,19180.90019640651,1607.8541340041324,0.0,0.0,0.0001464420505200198
34.0,5.5765014687357794e-05,4250.404138797715,19169.18483236491,1608.3422741725326,0.0,0.0,0.00014634035465160313
36.0,5.576501468735806e-05,4633.439319310191,19157.477603992782,1608.8300753547037,0.0,0.0,0.00014623872940531732
38.0,5.5765014687358215e-05,5049.101763582729,19145.778505640355,1609.3175377860553,0.0,0.0,0.0001461371747321192
40.0,5.5765014687358296e-05,5497.023735522753,19134.087531661786,1609.8046617018285,0.0,0.0,0.00014603569058299962
42.0,5.576501468735834e-05,5976.005419991936,19122.404676415146,1610.2914473371043,0.0,0.0,0.0001459342769089837
44.0,5.5765014687358364e-05,6483.991543395931,19110.72993426243,1610.777894926802,0.0,0.0,0.00014583293366113022
46.0,5.576501468735838e-05,7018.119029645235,19099.06329956954,1611.264004705673,0.0,0.0,0.00014573166079053223
48.0,5.576501468735838e-05,7574.835108446621,19087.40476670629,1611.7497769083066,0.0,0.0,0.00014563045824831652
50.0,5.5765014687358384e-05,8150.07303111968,19075.754330046428,1612.235211769135,0.0,0.0,0.00014552932598564406
52.0,5.576501468735838e-05,8739.462806870419,19064.111983967578,1612.7203095224197,0.0,0.0,0.0001454282639537096
54.0,5.57650146910282e-05,9338.549856465906,19052.47772285128,1613.2050703961495,0.0,0.0,0.00014532727210379273
56.0,5.576501469290474e-05,9942.99599927321,19040.851541082975,1613.6894946333684,0.0,0.0,0.00014522635038708004
58.0,5.5765014693847415e-05,10548.743642166246,19029.233433052006,1614.1735824664213,0.0,0.0,0.00014512549875487986
60.0,5.576501469431495e-05,11152.132808329789,19017.623393151614,1614.6573341281576,0.0,0.0,0.00014502471715852882
